id1,id2,weight,distance
"Bucharest, RO","Charleroi, BE",34,1746.3399999999997
"Bucharest, RO","Pescara, IT",12,988.82
"Bucharest, RO","Vienna, AT",43,832.0800000000002
"Bucharest, RO","Madrid, ES",37,2470.1499999999996
"Bucharest, RO","Frankfurt am Main, DE",42,1452.81
"Bucharest, RO","Marignane, Bouches-du-Rhône, FR",7,1671.21
"Bucharest, RO","Paris, FR",84,1878.6899999999998
"Bucharest, RO","Zaventem, BE",8,1756.91
"Bucharest, RO","Valletta, MT",10,1378.2400000000002
"Bucharest, RO","Dublin, IE",13,2532.8599999999997
"Bucharest, RO","Orio al Serio (BG), IT",52,1290.56
"Bucharest, RO","Riga, LV",5,1388.44
"Bucharest, RO","Dortmund, DE",15,1572.64
"Bucharest, RO","Recea, RO",8,251.83
"Bucharest, RO","Pisa (PI), IT",8,1255.92
"Bucharest, RO","Caselle Torinese (TO), IT",3,1452.95
"Bucharest, RO","Zaragoza, ES",4,2216.37
"Bucharest, RO","Ferno (VA), IT",23,1366.83
"Bucharest, RO","Luxembourg, LU",4,1603.03
"Bucharest, RO","Paphos, CY",3,1220.09
"Bucharest, RO","Turku, FI",4,1794.67
"Bucharest, RO","Firenze (FI), IT",1,1189.45
"Bucharest, RO","Budapest, HU",28,631.06
"Bucharest, RO","Thessaloniki, GR",7,515.21
"Bucharest, RO","Gdańsk, PL",3,1223.85
"Bucharest, RO","Munich, DE",34,1173.94
"Bucharest, RO","Málaga, ES",14,2708.64
"Bucharest, RO","Eindhoven, NL",12,1715.26
"Budapest, HU","Paris, FR",71,1259.07
"Budapest, HU","Valletta, MT",23,1350.06
"Budapest, HU","Dortmund, DE",8,942.43
"Budapest, HU","Dublin, IE",33,1901.87
"Budapest, HU","Málaga, ES",24,2276.47
"Budapest, HU","Madrid, ES",50,1976.99
"Budapest, HU","Warsaw, PL",75,541.4399999999999
"Budapest, HU","Stuttgart, DE",17,746.5500000000001
"Budapest, HU","Zaventem, BE",12,1126.71
"Budapest, HU","Caselle (VR), IT",2,672.03
"Budapest, HU","Copenhagen, DK",38,1007.11
"Alajero, La Gomera Island, ES","Budapest, HU",1,3804.88
"Budapest, HU","Ferno (VA), IT",46,820.26
"Budapest, HU","Gdańsk, PL",3,767.13
"Budapest, HU","Vienna, AT",34,202.5
"Budapest, HU","Istanbul, TR",80,1059.84
"Budapest, HU","Prague, CZ",24,459.11000000000007
"Budapest, HU","Orio al Serio (BG), IT",29,746.67
"Budapest, HU","Spata-Artemida, GR",32,1132.6
"Budapest, HU","Rome, IT",56,824.45
"Budapest, HU","Charleroi, BE",30,1117.63
"Budapest, HU","Porto, PT",6,2302.0
"Budapest, HU","Munich, DE",48,554.58
"Budapest, HU","Capannori (LU), IT",1,778.27
"Budapest, HU","Nice, Alpes-Maritimes, FR",3,1018.39
"Budapest, HU","Düsseldorf, DE",6,987.15
"Budapest, HU","Nantes, FR",4,1558.38
"Budapest, HU","Vilnius, LT",10,902.85
"Budapest, HU","Stockholm, SE",10,1337.76
"Budapest, HU","Frankfurt am Main, DE",63,823.04
"Budapest, HU","Frankfurt am Main (Lautzenhausen), DE",3,910.59
"Budapest, HU","Thessaloniki, GR",11,833.86
"Budapest, HU","Eindhoven, NL",24,1084.21
