id1,id2,weight,distance,pct_lufthansa_group,pct_air_france_klm_group,pct_iag_group,pct_nordic_legacy,pct_mediterranean_legacy,pct_turkish_and_south_east_legacy,pct_ryanair_group,pct_easyjet_group,pct_wizz_group,pct_other_low_cost_leisure,pct_cargo,pct_other_specialized,pct_narrowbody_airbus,pct_narrowbody_boeing,pct_widebody,pct_regional,pct_business_jet,operator_coverage,aircraft_coverage,log_total_flights,log_unique_callsigns
"Amsterdam, NL","Warsaw, PL",102,1098.43,0.0,0.4752475247524752,0.0,0.5247524752475248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.0,0.3717948717948718,0.01282051282051282,0.9901960784313726,0.7647058823529411,4.634728988229636,2.995732273553991
"Amsterdam, NL","Toulouse/Blagnac, FR",42,997.47,0.0,0.975609756097561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.02631578947368421,0.0,0.9473684210526315,0.02631578947368421,0.9761904761904762,0.9047619047619048,3.7612001156935624,2.1972245773362196
"Amsterdam, NL","Valencia, ES",32,1481.12,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.5625,0.0,0.0,0.6086956521739131,0.17391304347826086,0.0,0.21739130434782608,0.0,1.0,0.71875,3.4965075614664802,2.833213344056216
"Amsterdam, NL","Velika Gorica, HR",23,1098.85,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3888888888888889,0.0,0.0,0.6111111111111112,0.0,0.5652173913043478,0.782608695652174,3.1780538303479458,1.9459101490553132
"Amsterdam, NL","Geneva, CH",104,681.99,0.0,0.7961165048543689,0.0,0.0,0.0,0.0,0.0,0.17475728155339806,0.0,0.0,0.0,0.02912621359223301,0.1951219512195122,0.6829268292682927,0.024390243902439025,0.0975609756097561,0.0,0.9903846153846154,0.7884615384615384,4.653960350157523,3.258096538021482
"Amsterdam, NL","Paris, FR",187,378.01,0.0,0.8833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.03888888888888889,0.011111111111111112,0.8333333333333334,0.07971014492753623,0.028985507246376812,0.043478260869565216,0.014492753623188406,0.9625668449197861,0.7379679144385026,5.236441962829949,3.6888794541139363
"Amsterdam, NL","Porto, PT",53,1594.97,0.0,0.7358490566037735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2641509433962264,0.0,0.0,0.2777777777777778,0.16666666666666666,0.0,0.5555555555555556,0.0,1.0,0.6792452830188679,3.9889840465642745,2.5649493574615367
"Amsterdam, NL","Salzburg, AT",29,772.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.8,0.0,0.04,0.14285714285714285,0.7142857142857143,0.0,0.07142857142857142,0.07142857142857142,0.8620689655172413,0.9655172413793104,3.4011973816621555,2.6390573296152584
"Amsterdam, NL","Billund, DK",68,477.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43859649122807015,0.45614035087719296,0.0,0.10526315789473684,0.0,0.9558823529411765,0.8382352941176471,4.23410650459726,2.6390573296152584
"Amsterdam, NL","Vilnius, LT",24,1377.4399999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.18181818181818182,0.0,0.0,0.0,0.9166666666666666,3.2188758248682006,1.6094379124341003
"Amsterdam, NL","Istanbul, TR",133,2213.33,0.0,0.10891089108910891,0.0,0.0,0.0,0.8910891089108911,0.0,0.0,0.0,0.0,0.0,0.0,0.4642857142857143,0.13095238095238096,0.40476190476190477,0.0,0.0,0.7593984962406015,0.631578947368421,4.897839799950911,3.332204510175204
"Amsterdam, NL","Luton, Luton, GB",85,353.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9156626506024096,0.0,0.0,0.03614457831325301,0.04819277108433735,0.9285714285714286,0.0,0.03571428571428571,0.023809523809523808,0.011904761904761904,0.9764705882352941,0.9882352941176471,4.454347296253507,3.1780538303479458
