icao,callsign,count
44061c,EJU794R,1
4401e8,EJU303Y,1
440179,EJU608A,1
4b1a2a,EZS68LY,1
3986e6,AFR88KN,1
3986e6,AFR27KG,1
440179,EJU794R,1
346649,VOE4YG,1
4404a4,EJU303Y,1
398578,AFR11MW,1
3986e6,AFR64PN,1
440630,EJU186C,1
440630,EJU303Y,1
3986e0,AFR11MW,1
3986e7,AFR64PN,1
3455d8,VOE4YG,1
44061c,EJU684Z,1
398561,KLM60Z,2
398561,KLM52N,3
398560,KLM44T,5
398564,KLM60Z,3
485206,KLM44T,1
398564,KLM52N,2
398569,KLM60Z,2
39856d,KLM44T,1
398569,KLM52N,1
346613,VOE2122,1
34568d,VOE7LV,2
347256,VOE7LV,1
3465d8,VOE7LV,1
34714e,VOE7LV,1
4d239d,BCS43A,5
39dd40,CCM320N,8
39dd40,CCM321L,7
44056b,EJU4789,1
4401e8,EJU4789,1
440005,EJU71YR,1
4404a4,EJU35NQ,1
34569a,VOE51NK,1
4401dc,EJU35NQ,2
4402ac,EJU35NQ,1
39cea4,TVF13HC,1
440179,EJU71YR,1
4400b7,EJU4759,1
347256,VOE51NK,1
44017c,EJU35NQ,1
440630,EJU4759,1
39d301,TVF13HC,1
440057,EJU35NQ,1
39d313,TVF64WN,1
39ceaf,TVF64WN,3
4cada3,RYR6YW,1
4cae57,RYR6YW,1
4d2503,RYR35CB,1
4cae64,RYR35CB,1
4ca251,RYR35CB,1
34569a,VOE80KM,1
34568d,VOE80KM,1
345613,VOE3PD,2
34568d,VOE3PD,3
34568d,VOE59FZ,2
346614,VOE3PD,1
345613,VOE59FZ,1
346611,VOE59FZ,1
3455d8,VOE9WQ,1
4402ae,EJU96UC,1
440030,EJU65UF,1
468196,HAF406,4
3dd2cd,SPICY13,1
3e1202,JOKER24,1
45ab24,JTD760,1
4ac9c4,BLX9511,1
44f683,BAF649,2
4d2453,WZZ9FC,2
48e9f2,RYR3323,1
48c223,RYR3323,1
4d20c0,WZZ9FC,1
4d2453,WZZ5284,2
48e9f0,RYR57EU,1
4ca4ef,RYR57EU,1
4d20c0,WZZ5284,3
4d21f7,RYR57EU,1
4d21f7,RYR387C,2
4ca8d9,RYR57EU,1
48c230,RYR61GE,1
4d21f7,RYR61GE,1
48c126,RYR61GE,2
4cadfe,RYR61GE,1
48e9f2,RYR61GE,1
4d221a,RYR61GE,1
48c230,RYR76XA,1
48e9f2,RYR76XA,1
4cade7,RYR55TF,1
4cac54,RYR4544,1
4ca2d5,RYR4544,1
4cade4,RYR55TF,1
4caa59,RYR55TF,1
4cafc4,RYR55TF,1
4d21f7,RYR7026,1
48c126,RYR92CR,1
4ca2d5,RYR92CR,1
4ca9a9,RYR92CR,1
4ca73a,RYR92CR,1
4cadc3,RYR92CR,1
4d225a,RYR7026,1
4d225a,RYR92CR,1
4d21f7,RYR92CR,1
4d21f7,RYR47SB,3
4d245f,WZZ9AK,1
4ca4ef,RYR83XD,1
48c230,RYR47SB,1
48e9f0,RYR83XD,2
4d20c0,WZZ9AK,3
4ca73a,RYR47SB,1
4d21f7,RYR83XD,1
4ca2d5,RYR702Z,1
4d2020,WZZ9AK,2
48e9f2,RYR83XD,2
4ca73a,RYR83XD,1
4ca2d5,RYR47SB,1
48e9f0,RYR8DE,1
4d245f,WZZ278P,1
4ca4ef,RYR54GB,1
4d20c0,WZZ278P,1
48e9f2,RYR54GB,2
4caa59,RYR8DE,1
4d2453,WZZ278P,1
48e9f2,RYR8DE,1
4d21f7,RYR8DE,1
4ca73a,RYR54GB,1
4ca73a,RYR91WT,1
4d2020,WZZ278P,1
4ca4ef,RYR4057,1
4d2453,WZZ11CZ,2
48e9f0,RYR4057,1
4ca73a,RYR4057,1
4d2020,WZZ11CZ,1
48e9f2,RYR4057,1
4ca4ef,RYR4AE,1
4d2453,WZZ1832,1
4ca2d5,RYR4AE,1
4ca73a,RYR4AE,1
4d20c0,WZZ1832,1
48c126,RYR4RW,1
4caa59,RYR4RW,1
48c126,RYR11YX,1
4ca2d5,RYR11YX,2
4d222a,RYR1GC,1
4d225a,RYR1GC,2
3986e9,AFR42SF,2
3986e9,AFR51QC,2
398566,AFR51BQ,1
398578,AFR51QC,1
3986e2,AFR42SF,1
3986e2,AFR51QC,1
3986e7,AFR51QC,1
398601,AFR51BQ,1
3986e5,AFR51QC,1
398570,AFR51BQ,1
3986e3,AFR51QC,1
39856f,AFR51BQ,1
3c4dd4,DLH3VY,1
3c4dd7,DLH153,2
3c6444,DLH5TA,1
3c6583,DLH9KY,1
3c6446,DLH149,1
3c644a,DLH5TA,1
3c4dcc,DLH153,1
3c674d,DLH9KY,1
3c4dcb,DLH153,2
3c6637,DLH9KY,1
3c4dc4,DLH3VY,1
3c674f,DLH5TA,1
3c658d,DLH149,1
3c658e,DLH5TA,1
3c6637,DLH149,1
3c6752,DLH9KY,1
3c658b,DLH5TA,1
3c4dd7,DLH3VY,2
3c6589,DLH149,1
3c6744,DLH9KY,1
3c6635,DLH153,1
3c6595,DLH5TA,1
3c6588,DLH149,1
3c6447,DLH9KY,1
3c4dc7,DLH3VY,1
3c658d,DLH5TA,1
4d2013,EWG59HZ,2
4ca2ab,RYR66UL,1
4d2407,EWG59HZ,3
4d22c6,RYR66UL,1
4ca806,RYR66UL,1
4d2407,EWG2AP,1
4d24cb,RYR66UL,1
4d24ea,RYR57AE,1
4ca815,RYR57AE,1
4ca84a,RYR7KN,1
48c138,RYR2326,1
4cad28,RYR2327,1
4d224d,RYR850,1
48c12d,RYR7KN,1
51118a,MBU9011,1
4d24ea,RYR7KN,1
4cabc4,ABR4UE,1
4cabc5,ABR4UE,2
4caca1,ABR4UE,1
45d2ed,OYTWM,4
484f80,KLM96U,1
3c1aeb,KLM1844,3
3c1aeb,KLM76K,2
3c1459,KLM92M,3
3c5db0,KLM92M,1
485876,KLM96U,1
49410a,NJE9FF,2
3c01c3,KLM1844,2
3c01c3,KLM76K,2
4853f4,KLM96U,1
48548c,KLM96U,1
485064,KLM96U,1
3c5db0,KLM1844,2
3c5db0,KLM76K,2
484bd1,KLM92M,1
485779,KLM96U,1
484cc3,KLM96U,1
484c51,KLM92M,1
4cad3f,RYR1FH,1
4ca806,RYR1FH,1
4cad3f,RYR88PF,1
4cad3d,RYR88PF,1
4ca9c1,RYR8JV,1
4cadbb,RYR8JV,1
4d226a,RYR8JV,1
4ca9c1,RYR73YH,1
4d207d,RYR73YH,1
48c230,RYR73YH,1
4d24ea,RYR76FN,1
4ca806,RYR73YH,1
49328e,NJE828E,1
4d24cb,RYR32MM,1
4ca61e,RYR1132,1
4cade2,RYR41MQ,1
48c232,RYR41MQ,1
4cad3d,RYR2XT,1
4d24ea,RYR41MQ,1
39b329,MZY15A,1
3b7b65,BENGA9C,1
39b328,MZY015A,1
398c07,MZY015A,1
4d228b,RYR566D,2
4ca27a,RYR566D,2
47be9c,DOC03,6
459247,OYDRG,2
add08d,N99CS,5
4984d3,BLADE51,2
4984a2,DSTER65,1
500332,T7SYC,5
44d1c2,JAF8FA,1
44b438,JAF8FA,3
449682,JAF6GA,1
449683,JAF8FA,1
3e272b,PAV662,1
44d1a5,JAF5DG,1
449682,JAF5DG,1
44b438,JAF5DG,3
471a80,FRF140,2
4cadc2,RYR55XF,1
48c130,RYR55XF,1
4d2301,RYR55XF,1
4caee5,RYR55XF,1
4d21ed,RYR66XY,1
4d2210,RYR66XY,1
4d207d,RYR66XY,1
4cae59,RYR66XY,1
48e9f0,RYR66XY,1
4ca76a,RYR395L,1
4cae58,RYR88UY,1
4d226d,RYR395L,1
4d21eb,RYR88UY,1
4cad28,RYR88UY,1
48c1a2,RYR395L,1
48c2a9,RYR88UY,1
48e9f3,RYR395L,1
4d21ed,RYR88UY,1
4ca9d0,RYR395L,1
48c12d,RYR88UY,1
48c1a2,RYR3585,1
4d251c,RYR395L,1
4cada4,RYR88UY,1
4cac87,RYR73TM,1
4d2386,RYR73TM,1
4ca25a,RYR73TM,1
4cadfd,RYR595Z,2
4d226d,RYR595Z,1
4d224e,RYR595Z,1
4ca301,RYR858R,1
4cadfc,RYR858R,1
4cae62,RYR858R,1
4ca623,RYR595Z,1
4d24d6,WMT5HB,1
4d2068,WMT5HB,1
4d201e,WMT5HB,2
4d2491,WMT5HB,1
471db4,WMT5HB,1
4cad4f,RYR6MN,1
4ca809,RYR31WK,1
4d2219,RYR31WK,1
4cac86,RYR31WK,1
4cad4f,RYR50PA,1
48e9f2,RYR57ND,1
4d2290,RYR57ND,1
4d2386,RYR57ND,1
4cac1f,RYR57ND,1
4ca623,RYR57ND,1
4d21ed,RYR8832,1
4cae48,RYR25VH,1
4d2219,RYR50PA,2
4d2210,RYR8QA,1
4cada4,RYR57ND,1
4cadfc,RYR57ND,1
4cac1e,RYR50PA,1
4cad4f,RYR78LC,1
48c1a1,RYR99VN,1
48c1a1,RYR78LC,1
4ca73e,RYR99VN,1
4d226d,RYR99VN,1
4d2387,RYR78LC,1
4ca25a,RYR78LC,1
4ca763,RYR99VN,1
4ca6a9,RYR78LC,1
4ca25a,RYR99VN,1
4ca9d0,RYR847W,1
48c233,RYR99VN,1
4d2348,RYR78LC,1
4ca25a,RYR847W,1
4cadc4,RYR78LC,1
4d236c,RYR848X,1
4cad2b,RYR993E,1
45ce55,SRR6401,5
501c55,TDR396,1
4d2210,RYR848X,1
4d226e,RYR848X,1
4cadf5,RYR848X,2
4ca6fc,RYR81LL,1
48e9f2,RYR77BB,1
4caff8,RYR36WQ,1
4d2223,RYR55HQ,1
4cafcf,RYR55HQ,1
4d2219,RYR81LL,1
4cae59,RYR55HQ,1
48c1a6,RYR81LL,1
4caff8,RYR55HQ,1
4cadfc,RYR36WQ,1
4ca6fc,RYR55HQ,1
4cae97,RYR36WQ,1
4cafb4,RYR77BB,1
4cac86,RYR6354,1
4ca7b5,RYR55HQ,1
4ca6fc,RYR36WQ,1
4d2237,RYR81LL,1
4ca8d9,RYR6354,1
4cae62,RYR81LL,1
4cafb4,RYR55HQ,1
4ca97c,RYR77BB,1
4ca737,RYR36WQ,1
4ca809,RYR70HJ,1
4d21ed,RYR44AN,1
4cae55,RYR86AZ,1
4caff7,RYR44AN,1
4cae55,RYR44AN,1
4d2501,RYR70HJ,1
4cadc4,RYR86AZ,1
4ca809,RYR85TY,1
4d226d,RYR6AG,1
48c2a9,RYR88HM,1
4cae48,RYR587F,1
4ca4f0,RYR6AG,1
4d2385,RYR85TY,1
4ca6a9,RYR587F,1
4caff7,RYR85TY,3
4ca2bf,RYR6AG,1
4ca301,RYR6AG,1
4d2263,RYR587F,1
4cada4,RYR4469,1
4ca4f0,RYR88HM,2
4d2219,RYR85TY,1
4d2348,RYR587F,1
4ca2ab,RYR6AG,1
4d251c,RYR6AG,1
4caff7,RYR4MA,1
4caff7,RYR88HM,1
4cac53,RYR739W,1
48c130,RYR739W,2
4ca24d,RYR739W,1
4caff7,RYR739W,1
48e9f1,RYR4VV,1
4d2208,RYR739W,1
4cada4,RYR4VV,1
4cae59,RYR4674,1
4cae59,RYR739W,1
4b18d2,HBJKK,1
4d234f,RYR39MR,1
4ca802,RYR39MR,1
4ca9ed,RYR78UF,1
4ca805,RYR39MR,1
4cae6c,RYR78UF,1
4cadf4,RYR39MR,1
4ca566,RYR1853,1
4d224e,RYR1853,1
4cad64,RYR1853,1
4ca61c,RYR1853,1
48c224,RYR467C,1
4cae62,RYR4RB,1
4d2239,RYR446X,1
4ca27a,RYR467C,1
4d2290,RYR446X,1
4ca6a9,RYR4RB,1
4d2385,RYR446X,1
4ca6a9,RYR446X,2
4ca646,RYR4RB,1
4ca73e,RYR467C,1
4ca6a9,RYR467C,1
4ca2ab,RYR4RB,1
4ca73e,RYR446X,1
4ca704,RYR6084,1
4d228b,RYR467C,1
4d2368,RYR4RB,1
4cac86,RYR446X,1
4cac89,RYR4RB,1
4d242f,WMT1408,1
4d2369,RYR18XP,1
4d2503,RYR18XP,1
4ca8da,RYR18XP,1
4ca9d1,RYR41MC,1
4cad4f,RYR41MC,1
4ca73e,RYR41MC,1
4ca623,RYR41MC,1
4d2263,RYR41MC,1
4d2504,RYR41MC,1
48c226,RYR5UT,1
4d24cb,RYR94AU,1
4cad4f,RYR33PQ,1
4d24ea,RYR5UT,1
4caff7,RYR33PQ,1
4caf29,RYR18VK,1
4caf29,RYR33PQ,1
4d2216,RYR2VZ,1
48c225,RYR2VZ,1
48c12b,RYR2VZ,1
503cb8,KLJ5984,1
501e6e,9AJIP,8
4caeaf,NOS8021,1
48c2b3,RYR12HT,1
48c1a8,RYR34TK,1
4cadb7,RYR6257,1
4d2500,RYR34TK,1
48c2a4,RYR34TK,2
4ca9d0,RYR12HT,1
48c2a3,RYR34TK,1
4d21eb,RYR3535,1
48c134,RYR12HT,1
4d2233,RYR3535,1
4d21eb,RYR34TK,1
4d2233,RYR12HT,1
4ca624,RYR34TK,1
4ca8d6,RYR12HT,1
346649,VOE4LF,2
300647,CPV822,5
4d2286,RYR5VF,1
4d2385,RYR16HU,1
4d24b2,WMT6CV,1
4d245f,WMT4CV,1
4d2210,RYR16HU,2
4ca302,RYR16HU,1
4cac89,RYR5VF,1
4d2215,RYR16HU,1
471f62,WMT6CV,1
4d2143,WMT4CV,1
4cadfc,RYR5VF,1
4d2210,RYR3CE,1
4d2533,WMT6CV,1
4d2386,RYR16HU,1
4d2501,RYR5VF,1
4cadfc,RYR23XW,1
4cadc4,RYR16HU,1
4d24b4,WMT6CV,1
471f68,WMT6CV,1
4cac23,RYR3CE,1
4d2286,RYR44QG,1
4ca9d0,RYR44QG,1
4cacdf,RYR4WG,1
4d2288,RYR4WG,1
4d22c6,RYR762M,1
4d2501,RYR762M,1
4d21f7,RYR45WD,3
4d20c0,WZZ33PN,4
4ca4ef,RYR667T,1
48c230,RYR45WD,1
48e9f0,RYR667T,2
4ca73a,RYR45WD,1
4d21f7,RYR667T,1
4ca2d5,RYR4044,1
4d2020,WZZ33PN,2
48e9f2,RYR667T,2
4ca73a,RYR667T,1
4ca2d5,RYR45WD,1
4ca893,RYR9197,1
4cae6b,RYR221J,1
4cac87,RYR9197,1
4ca92b,RYR9197,1
4ca623,RYR46UE,1
4d24ea,RYR9197,1
4ca7b6,RYR221J,1
4d244b,RYR221J,1
48c238,RYR9197,1
4cac84,RYR46UE,1
4cae52,RYR9197,1
4ca73f,RYR46UE,1
4ca703,RYR221J,1
4ca92b,RYR221J,1
4d2273,RYR9197,1
4ca8d6,RYR46UE,1
4ca623,RYR7UG,1
4d2228,RYR16ZZ,1
4ca809,RYR71TM,1
4d2501,RYR16ZZ,1
4d2272,RYR7UG,1
4cae48,RYR16ZZ,1
4d2501,RYR7UG,1
4cad2a,RYR71TM,1
4d23fa,RYR16ZZ,1
4caff7,RYR71TM,1
4ca809,RYR16ZZ,1
4cafcf,RYR49EF,1
4cae48,RYR48LU,1
4cae48,RYR83PY,1
4d2501,RYR48LU,1
4cac86,RYR48LU,1
4ca643,RYR49EF,1
4d21ed,RYR49EF,1
4d2386,RYR48LU,1
4ca84d,RYR9393,1
4ca643,RYR83PY,2
4cadfc,RYR49EF,1
4ca259,RYR48LU,1
4cada4,RYR48LU,1
4ca84d,RYR46MF,1
4ca643,RYR5114,1
4ca84d,RYR49EF,1
4ca624,RYR83PY,1
4ca73f,RYR48LU,1
4d22ca,RYR60CQ,1
4d251a,RYR3QU,1
4cae48,RYR136N,1
4d2385,RYR136N,1
4caff7,RYR136N,1
4ca623,RYR136N,2
4ca9d0,RYR8VY,1
4cada4,RYR136N,1
48e9f0,RYR136N,1
4d251a,RYR8VY,1
4ca303,RYR85SZ,1
4ca802,RYR2KK,1
4d2215,RYR2KK,1
4ca73f,RYR2YA,1
4d2290,RYR9194,1
48c132,RYR5DH,1
4cae66,RYR5DH,1
48c12f,RYR9194,1
4cadfc,RYR5DH,1
48c22d,RYR9194,1
4cae55,RYR64YR,1
4d234d,RYR64YR,1
4d22ff,RYR64YR,1
4cadc4,RYR64YR,1
4d224e,RYR64YR,1
4ca259,RYR8FN,1
4ca805,RYR64YR,1
4ca4ed,RYR25YL,1
4ca623,RYR3684,1
4d226d,RYR25YL,1
4d2501,RYR25YL,2
4ca9d0,RYR25YL,1
4aca8c,NSZ2941,1
3007b0,ICNTN,2
501c39,MMO116P,1
300844,IECRX,3
48c223,RYR99LJ,1
4ca302,RYR99LJ,1
4d244b,RYR99LJ,1
4d224e,RYR99LJ,1
4d2449,RYR99LJ,1
4ca61f,RYR99LJ,1
4d22bf,RYR4YC,1
4d22c3,RYR38YA,1
4d22b6,RYR4YC,2
4d22af,RYR4YC,1
4caee4,RYR38YA,1
4d22b9,RYR2XQ,1
4d22b2,RYR38YA,1
4d22b3,RYR4YC,1
4d22c4,RYR38YA,1
4d2222,RYR4YC,1
4d22b6,RYR2XQ,1
4d2501,RYR40KT,1
4ca802,RYR40KT,1
4ca6a9,RYR40KT,1
4caf2a,RYR40KT,1
48c2af,RYR40KT,1
4d226f,RYR339F,1
4cae4a,RYR40KT,1
4d223b,RYR91FG,1
4cad39,RYR91FG,1
4cae53,RYR91FG,1
48c210,SPRRR,3
4cae53,RYR1Q,1
4d2272,RYR5UY,1
48e9f6,RYR5UY,1
4d21ed,RYR5UY,1
4d2210,RYR5UY,1
48c2a1,RYR2833,1
3cc09c,PVD469F,1
4d2500,RYR64CQ,1
4ca623,RYR64CQ,1
4caee5,RYR64CQ,1
501dd0,CTN4430,2
4a08a5,HYS276,1
4a1eae,AWG106P,2
4a068d,ROT643C,1
4a4d79,HYS278,1
4a08ea,ROT643C,1
4a1eae,AWG100P,4
4a08eb,ROT647M,4
4a1aae,AWG106P,2
4a1aae,AWG100P,2
4a08e9,ROT641X,2
4a08ea,ROT647M,1
4a08e6,ROT641X,1
504e61,HYS278,1
4a068b,ROT643C,2
4a08e9,ROT649D,1
4a0d12,AWG106P,1
4a4d79,HYS276,2
3c6743,DLH8RK,1
4a08ec,ROT305Z,1
3c6584,DLH1CF,1
3c6583,DLH1CF,1
3c6758,DLH8RK,1
4a08eb,ROT301V,2
3c66ea,DLH8RK,2
3c6449,DLH1CF,1
4a4d79,HYS201,2
3c6595,DLH8RK,1
3c66e1,DLH1CF,1
3c6589,DLH1CF,1
4a08e7,ROT301V,2
4a08ea,ROT301V,1
3c6668,DLH1CF,1
3c6741,DLH8RK,1
3c6749,DLH1CF,1
3c65d9,DLH8RK,1
4cad64,RYR7XM,1
4cafd3,RYR7XM,1
4ca738,RYR7XM,1
471f06,WMT296,1
471f68,WMT296,1
471efa,WMT296,1
471efb,WMT296,1
471f68,WMT80NB,1
4caf2a,RYR8DW,1
471f04,WMT80NB,1
4d2100,WMT80NB,1
4d2226,RYR8DW,1
4a1aae,AWG126,1
4a068a,ROT603W,1
4a4d79,HYS253,1
4a08e6,ROT607N,1
4a0688,ROT601A,1
4a4eae,HYS253,1
4a068a,ROT601A,1
440ced,TAY5SR,2
485a32,KLM38W,1
4a08e9,ROT361U,1
4a08e6,ROT363T,2
484442,KLM62R,1
484ee4,KLM62R,2
4a08e7,ROT363T,1
484131,KLM38W,1
484557,KLM98A,1
4a08ec,ROT361U,3
484f18,KLM98A,1
485a33,KLM38W,2
4a08ea,ROT363T,1
48418c,KLM98A,1
484130,KLM62R,1
485a35,KLM38W,1
4a08ec,ROT363T,3
4a08ea,ROT361U,1
48455a,KLM62R,1
48418b,KLM98A,1
485a34,KLM98A,2
485a32,KLM62R,1
48455d,KLM62R,1
484ee5,KLM38W,1
4a08e6,ROT361U,1
4d20bc,WMT595,1
4d24b2,WMT595,1
4d24b3,WMT595,1
4ca259,RYR26BG,1
4cac88,RYR2102,1
4ca9aa,RYR26BG,1
4cac88,RYR26BG,2
471f06,WMT8RR,1
4ca622,RYR7903,1
4d2385,RYR26BG,1
471f03,WMT8RR,1
4d2229,RYR677,1
4ca245,RYR2102,1
471f62,WMT8RR,1
4d2143,WMT9SS,1
471f69,WMT8RR,1
4d226d,RYR26BG,1
471f68,WMT9SS,1
4a08a5,HYS263,1
4bca62,RHH057,1
4d2532,WMT7203,2
4d245f,WMT7203,1
4a4eae,HYS263,1
4d24d7,WMT7203,1
4d24b2,WMT7203,2
4d2143,WMT2NA,1
4d2261,RYR2DV,1
4d2143,WMT198,1
4d21ef,RYR2DV,2
471f70,WMT198,1
4d221f,RYR2DV,1
44065c,AUA694S,1
44065b,AUA700,2
4d22bb,RYR7GR,1
440604,AUA698,1
440666,AUA698,1
44004f,AUA694S,1
44029f,AUA694S,1
4d22af,RYR7GR,1
44022d,AUA698,1
440c8d,AUA694S,1
440c8d,AUA700,2
44065b,AUA698,1
44020a,AUA694S,1
4d22c8,RYR7GR,2
440607,AUA698,1
4d22c4,RYR695,1
440c8c,AUA694S,1
440b2f,TAY2SF,3
4a2182,AWG600Q,2
4a08ec,ROT381T,2
3991e3,AFR11ND,1
3946e5,AFR26AA,1
4a08e7,ROT383X,3
504e61,HYS221,1
392af1,AFR26AA,1
3991e1,AFR11ND,1
4a08e9,ROT383X,2
4a08e7,ROT381T,2
392af0,AFR390V,1
3991e6,AFR26AA,1
4a08ec,ROT383X,2
3946e5,AFR11ND,1
4a08e6,ROT381T,1
394c14,AFR26AA,1
39e4ac,AFR11ND,1
4a4d79,HYS221,1
3991e7,AFR26AA,1
3991e9,AFR26AA,1
3991e9,AFR11ND,2
4a08e9,ROT381T,1
4a08ea,ROT381T,1
4a1aae,AWG600Q,1
392af3,AFR26AA,1
4a08e6,ROT371X,1
46b434,FOE7501,2
4a08e9,ROT373D,1
4a08eb,ROT373D,1
504e61,HYS245,1
4a08e7,ROT373D,2
4d2286,RYR864,1
4d2385,RYR82MD,1
4d20c0,WMT921,1
4d24b2,WMT484,1
4d2210,RYR82MD,2
4ca84d,RYR82MD,1
4cac89,RYR864,1
4d2215,RYR82MD,1
471f62,WMT484,1
471f03,WMT484,1
4d2143,WMT921,1
4cadfc,RYR864,1
4d2386,RYR82MD,1
4d2501,RYR864,1
4cadfc,RYR3773,1
4cadc4,RYR82MD,1
4d24b4,WMT484,1
471f68,WMT484,1
4d21fe,RYR89SM,1
4d24b2,WMT2WV,1
471f67,WMT2WV,1
4cae9c,RYR89SM,1
4d20bc,WMT2WV,1
4d222a,RYR89SM,1
4d251a,RYR89SM,1
4cad29,RYR12EF,1
4d2143,WMT2WV,1
4cad29,RYR89SM,1
471f69,WMT2WV,1
4ca64e,RYR399,1
4d2145,WMT2WV,1
4a08eb,ROT641X,1
4a08ea,ROT641X,1
4a08ea,ROT649D,1
49d4e5,OKPMM,2
4d2143,WMT8N,1
4d245a,WMT8N,1
4d20c0,WMT7575,1
471f03,WMT7575,1
471f68,WMT7575,1
4d2533,WMT7575,1
502d46,BTI6GN,1
502d3e,BTI6GN,1
4d24b2,WMT7RM,2
4d24d7,WMT151,1
4d20bc,WMT4WF,1
4d24b3,WMT151,2
471f9e,WMT151,1
4d24b4,WMT7RM,1
48c2a0,RYR99AT,4
4d2261,RYR99AT,2
4caeca,RYR5JZ,1
4caeca,RYR99AT,1
4ca24e,RYR5JZ,1
4d207d,RYR6285,1
4ca61f,RYR6285,1
48c121,RYR6285,1
471f67,WMT789,1
471f62,WMT789,1
471f67,WMT71,1
4d20bc,WMT71,1
471efb,WMT71,1
4d24b4,WMT71,1
471f78,WMT372,1
4cad54,RYR11RL,1
471f64,WMT372,1
4d24b4,WMT372,1
48ea4d,RYR11RL,1
471f69,WMT372,1
471f78,WMT616,1
4d2420,WMT616,1
4d24b2,WMT616,1
471f70,WMT616,2
4d2145,WMT616,1
4ca9d4,RYR27KC,1
3c1baf,BCS5707,1
4cae24,BCS5709,1
4d2532,WMT2CT,1
4cae21,BCS5709,1
471f01,WMT2CT,1
4cade2,RYR27KC,1
4cadfe,RYR27KC,1
471db3,WMT2CT,1
4d2007,WMT966,1
471f68,WMT2CT,1
3c6521,LHX6RJ,1
3c6521,LHX2PF,2
3c48e8,LHX2XV,2
3c654a,LHX2PF,1
3c48e8,LHX6RJ,3
3c09f2,LHX2XV,1
3c6551,LHX2PF,1
3c6549,LHX2PF,1
3c48f0,LHX6RJ,1
3c6522,LHX2PF,1
3c6521,LHX2XV,1
3c6552,LHX6RJ,1
3c6549,LHX2XV,1
4d2145,WMT1NL,1
471f06,WMT1NL,1
471f65,WMT731,1
4ca802,RYR7668,1
4d207d,RYR7668,1
4d2257,RYR7668,1
4d2503,RYR41BJ,1
48c22d,RYR5UG,1
4a2aac,DNA507,2
4a4eae,HYS257,1
4cac54,RYR41BJ,1
4ca92b,RYR41BJ,1
4a08a5,HYS257,1
4d00c3,LGL84BR,1
4d00f2,LGL84BR,1
4d222b,RYR6BN,1
4d21f2,RYR6BN,1
4cac86,RYR6CW,1
4d2449,RYR6CW,1
471f64,WMT4KY,1
4d2213,RYR6CW,1
471f67,WMT4KY,1
4caee8,RYR6CW,1
471f04,WMT4KY,1
471f62,WMT4KY,1
4a0688,ROT231B,1
4a068d,ROT231B,1
4a0688,ROT237A,1
4a08e9,ROT231B,1
4a068a,ROT237A,1
4a068b,ROT237A,1
461f36,FIN8MC,4
461f69,FIN2PD,1
461f9d,FIN7AZ,1
4601f8,FIN7TP,1
461f64,FIN8DP,1
4601fd,FIN440,1
461f9a,FIN434,2
4601f9,FIN9P,1
461f67,FIN2PD,1
461f9d,FIN434,2
4601fb,FIN7TP,3
4601f7,FIN440,1
461f6c,FIN8DP,1
461f65,FIN8DP,2
4601f5,FIN9P,1
461e17,FIN446,1
461e17,FIN5YR,1
4601fd,FIN7TP,1
461f36,FIN446,1
461f36,FIN5YR,1
461f39,FIN8MC,2
461e1d,FIN2PD,1
4601fa,FIN440,1
4601f3,FIN9P,1
461f35,FIN2PD,1
4601f5,FIN440,1
461f69,FIN446,1
4601f4,FIN7TP,1
461e16,FIN5YR,1
4601f8,FIN9P,1
4601f9,FIN440,1
4601f7,FIN9P,1
461f9b,FIN8DP,1
461fa1,FIN2PD,1
4601f9,FIN2PD,1
4601fb,FIN446,1
461f69,FIN434,1
4601f3,FIN2PD,1
461e1f,FIN5YR,1
461f36,FIN8DP,1
461f9b,FIN446,1
461f64,FIN434,1
461f6e,FIN7TP,1
461f35,FIN8MC,1
4cae61,RYR8C,1
4cae60,RYR8C,1
4cacbd,SAS2747,2
4cafd6,SAS2749,2
4cabdb,SAS2749,1
4cabda,SAS2749,1
4cacbd,SAS2749,2
4cafd8,SAS2747,1
4caf24,SAS2749,1
4cafd6,SAS2747,2
4787a0,NOZ938,1
4ca660,SAS2747,1
45e613,BIO12,2
502d29,BTI8ME,1
502d7a,BTI8ME,1
502d59,BTI8ME,1
502d0d,BTI77U,1
502d0d,BTI8ME,1
502da9,BTI8ME,1
502d9f,BTI8ME,1
502d95,BTI8ME,1
ac108c,N877CC,2
3db036,DGMZE,4
4d2013,EWG7FU,1
4ca2ab,RYR80FB,1
4d2407,EWG7FU,4
4d22c6,RYR80FB,1
4ca806,RYR80FB,1
4d2407,EWG6824,1
4d24cb,RYR80FB,1
4d24ea,RYR2CD,1
4ca815,RYR2CD,1
344557,VLG2SP,1
348209,VLG2SP,1
348208,VLG2SP,1
3451d4,VLG2SP,1
3cd43b,HHN221,1
4d2088,EWG27DF,1
3c6495,EWG6RU,1
4d240f,EWG9A,1
4d2416,EWG6HW,3
3c0ca3,TUI7YA,1
4d2409,EWG9A,1
3c48ea,EWG6RU,1
3c6496,EWG27DF,3
4d2414,EWG37HB,1
493291,NJE258C,1
4d2013,EWG9A,1
3c7421,TUI7YA,1
3c648f,EWG27DF,1
4d2013,EWG6951,1
4d2405,EWG9A,2
3c743a,TUI7YA,1
49410b,NJE033N,1
3c49b1,TUI7YA,1
4d02d9,JFA06L,1
3c4b4e,EWG9A,1
3c54a1,EWG6RU,1
440154,OEFAF,1
